ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0034103	GO:0034103	regulation of tissue remodeling	5/254	86/28928	0.0581395348837209	6.62149789415858	4.91374943995954	0.000979578221724809	0.0211378986273618	0.016711751767621	18439/19016/20750/21943/241525	5
GO:0032729	GO:0032729	positive regulation of type II interferon production	5/254	87/28928	0.0574712643678161	6.54538872296135	4.87540703431301	0.00103196740361442	0.0219547431430926	0.0173575540311424	16177/16183/21947/22164/60505	5
GO:0070228	GO:0070228	regulation of lymphocyte apoptotic process	5/254	87/28928	0.0574712643678161	6.54538872296135	4.87540703431301	0.00103196740361442	0.0219547431430926	0.0173575540311424	16153/16183/18439/22163/22164	5
GO:2000514	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	5/254	88/28928	0.0568181818181818	6.47100930565497	4.83766261907389	0.00108640726333016	0.0224797009761673	0.0177725889004769	12053/16183/20371/22164/59009	5
GO:0002292	GO:0002292	T cell differentiation involved in immune response	5/254	90/28928	0.0555555555555556	6.32720909886264	4.76390228976072	0.00120163646876063	0.0234202824008121	0.0185162183199856	12053/16183/20371/22164/60505	5
GO:0002720	GO:0002720	positive regulation of cytokine production involved in immune response	5/254	91/28928	0.0549450549450549	6.25767932854547	4.72785520708231	0.00126252526631552	0.0243087047187288	0.019218610431121	12363/16177/18439/22164/60505	5
GO:0033273	GO:0033273	response to vitamin	5/254	95/28928	0.0526315789473684	5.99419809365934	4.5888838660659	0.00152908104858005	0.0276608014835948	0.0218687986084345	12162/18619/20750/20856/22337	5
GO:0050672	GO:0050672	negative regulation of lymphocyte proliferation	5/254	97/28928	0.0515463917525773	5.87060638038802	4.52234263007134	0.001676870320671	0.0284929694519933	0.0225267156872325	16153/16183/20371/434215/58205	5
GO:0002260	GO:0002260	lymphocyte homeostasis	5/254	98/28928	0.0510204081632653	5.81070223364937	4.48976498544958	0.00175457201694746	0.0291239673802103	0.0230255865034921	16183/18439/20371/22163/22164	5
GO:0007044	GO:0007044	cell-substrate junction assembly	5/254	98/28928	0.0510204081632653	5.81070223364937	4.48976498544958	0.00175457201694746	0.0291239673802103	0.0230255865034921	13043/13518/14758/235431/77057	5
GO:0030148	GO:0030148	sphingolipid biosynthetic process	5/254	102/28928	0.0490196078431373	5.58283155781998	4.36381374024444	0.00209196518883608	0.0320803392663645	0.0253629121745609	18439/20444/20447/241230/54447	5
GO:0030516	GO:0030516	regulation of axon extension	5/254	102/28928	0.0490196078431373	5.58283155781998	4.36381374024444	0.00209196518883608	0.0320803392663645	0.0253629121745609	13043/17756/18208/18213/18846	5
GO:0072676	GO:0072676	lymphocyte migration	5/254	103/28928	0.0485436893203883	5.5286293096858	4.33336372063203	0.00218321991978713	0.0333106433216007	0.0263355980754758	12458/14042/17470/22164/57781	5
GO:0007229	GO:0007229	integrin-mediated signaling pathway	5/254	105/28928	0.0476190476190476	5.42332208473941	4.27364100846091	0.00237438248364027	0.035509947936026	0.0280743817372578	104099/16404/16419/21947/320910	5
GO:0150115	GO:0150115	cell-substrate junction organization	5/254	105/28928	0.0476190476190476	5.42332208473941	4.27364100846091	0.00237438248364027	0.035509947936026	0.0280743817372578	13043/13518/14758/235431/77057	5
GO:0070167	GO:0070167	regulation of biomineral tissue development	5/254	109/28928	0.0458715596330275	5.22430109080402	4.1586567568515	0.00279278781812696	0.0397972264083092	0.0314639302846577	12162/14758/15213/18439/22337	5
GO:0010469	GO:0010469	regulation of signaling receptor activity	5/254	113/28928	0.0442477876106195	5.03937007874016	4.04918826544281	0.00326210204436877	0.0425885020664514	0.0336707298694326	12569/16153/19016/380785/56089	5
GO:0042116	GO:0042116	macrophage activation	5/254	116/28928	0.0431034482758621	4.90904154222101	3.97042496575547	0.00364952002028973	0.0457477177647107	0.0361684250973462	106763/12606/16153/17470/19016	5
GO:0001892	GO:0001892	embryonic placenta development	5/254	119/28928	0.0420168067226891	4.78528419241712	3.89432592390297	0.00406888149501756	0.0491683639857922	0.038872808893452	12162/12606/15213/16153/16878	5
GO:0045639	GO:0045639	positive regulation of myeloid cell differentiation	5/254	119/28928	0.0420168067226891	4.78528419241712	3.89432592390297	0.00406888149501756	0.0491683639857922	0.038872808893452	12504/12977/16878/21943/97086	5
GO:0106027	GO:0106027	neuron projection organization	5/254	124/28928	0.0403225806451613	4.59232918465837	3.77298417540734	0.00484262536639126	0.0549983880897293	0.0434820615605135	12569/13043/16001/21844/232975	5
GO:0046634	GO:0046634	regulation of alpha-beta T cell activation	5/254	127/28928	0.0393700787401575	4.48384896769794	3.70323959862433	0.00535403093283857	0.0594651744415637	0.0470135301339424	12053/16183/20371/22164/59009	5
GO:0030048	GO:0030048	actin filament-based movement	5/254	129/28928	0.0387596899224806	4.41433192943905	3.65793771497234	0.00571547048275035	0.0612284976184001	0.0484076242081394	11475/12289/17912/231646/338367	5
GO:2000106	GO:2000106	regulation of leukocyte apoptotic process	5/254	129/28928	0.0387596899224806	4.41433192943905	3.65793771497234	0.00571547048275035	0.0612284976184001	0.0484076242081394	16153/16183/18439/22163/22164	5
GO:0045623	GO:0045623	negative regulation of T-helper cell differentiation	4/254	24/28928	0.166666666666667	18.9816272965879	8.29430600799403	5.37152817912546e-05	0.00420497152092782	0.00332447616891766	12053/16183/20371/22164	4
GO:0001573	GO:0001573	ganglioside metabolic process	4/254	28/28928	0.142857142857143	16.2699662542182	7.60838686669823	0.00010068562203099	0.00691298327626409	0.00546544680354823	20444/20447/241230/320910	4
GO:0043371	GO:0043371	negative regulation of CD4-positive, alpha-beta T cell differentiation	4/254	28/28928	0.142857142857143	16.2699662542182	7.60838686669823	0.00010068562203099	0.00691298327626409	0.00546544680354823	12053/16183/20371/22164	4
GO:0060444	GO:0060444	branching involved in mammary gland duct morphogenesis	4/254	29/28928	0.137931034482759	15.7089329351072	7.45870060771126	0.000115992892100056	0.0074556282347717	0.00589446522228505	11839/12977/18612/22337	4
GO:0046639	GO:0046639	negative regulation of alpha-beta T cell differentiation	4/254	33/28928	0.121212121212121	13.8048198520639	6.92697322663365	0.000194409323369028	0.0095242251763347	0.00752991059952384	12053/16183/20371/22164	4
GO:0046697	GO:0046697	decidualization	4/254	33/28928	0.121212121212121	13.8048198520639	6.92697322663365	0.000194409323369028	0.0095242251763347	0.00752991059952384	14619/16878/20856/22337	4
GO:0002719	GO:0002719	negative regulation of cytokine production involved in immune response	4/254	35/28928	0.114285714285714	13.0159730033746	6.69454496565044	0.000245359045960232	0.0101538312033679	0.00802768097020571	12053/16153/20371/21809	4
GO:0045616	GO:0045616	regulation of keratinocyte differentiation	4/254	35/28928	0.114285714285714	13.0159730033746	6.69454496565044	0.000245359045960232	0.0101538312033679	0.00802768097020571	18612/195733/22337/235505	4
GO:0150077	GO:0150077	regulation of neuroinflammatory response	4/254	35/28928	0.114285714285714	13.0159730033746	6.69454496565044	0.000245359045960232	0.0101538312033679	0.00802768097020571	106763/17470/19016/57781	4
GO:0002313	GO:0002313	mature B cell differentiation involved in immune response	4/254	36/28928	0.111111111111111	12.6544181977253	6.58532875521379	0.000274136165109415	0.0110422047306072	0.00873003450713351	12053/16153/16183/60505	4
GO:0045577	GO:0045577	regulation of B cell differentiation	4/254	39/28928	0.102564102564103	11.6810014132849	6.28206516717354	0.000374969191701366	0.0125864658681092	0.00995093679497542	12053/16153/16183/60505	4
GO:2000515	GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation	4/254	40/28928	0.1	11.3889763779528	6.1882582913286	0.000413778731325542	0.0130689165218291	0.0103323652286731	12053/16183/20371/22164	4
GO:0021799	GO:0021799	cerebral cortex radially oriented cell migration	4/254	41/28928	0.0975609756097561	11.1111964662954	6.09772272603475	0.000455371896195542	0.0137567849840673	0.010876198236502	12569/171167/545428/69601	4
GO:0045191	GO:0045191	regulation of isotype switching	4/254	41/28928	0.0975609756097561	11.1111964662954	6.09772272603475	0.000455371896195542	0.0137567849840673	0.010876198236502	12053/16183/20371/22164	4
GO:0045746	GO:0045746	negative regulation of Notch signaling pathway	4/254	41/28928	0.0975609756097561	11.1111964662954	6.09772272603475	0.000455371896195542	0.0137567849840673	0.010876198236502	12053/12162/15213/75745	4
GO:0032689	GO:0032689	negative regulation of type II interferon production	4/254	43/28928	0.0930232558139535	10.5943966306537	5.92570634408501	0.000547356338418276	0.0157482237939201	0.0124506419235195	16153/20371/22164/58205	4
GO:0045589	GO:0045589	regulation of regulatory T cell differentiation	4/254	43/28928	0.0930232558139535	10.5943966306537	5.92570634408501	0.000547356338418276	0.0157482237939201	0.0124506419235195	12053/16183/20371/22164	4
GO:0046006	GO:0046006	regulation of activated T cell proliferation	4/254	43/28928	0.0930232558139535	10.5943966306537	5.92570634408501	0.000547356338418276	0.0157482237939201	0.0124506419235195	16183/22164/434215/58205	4
GO:0032570	GO:0032570	response to progesterone	4/254	44/28928	0.0909090909090909	10.353614889048	5.84388378520138	0.000597972617473579	0.0167266229387748	0.0132241702636213	14619/16365/19217/21809	4
GO:0001893	GO:0001893	maternal placenta development	4/254	45/28928	0.0888888888888889	10.1235345581802	5.76464601173035	0.000651822371001283	0.0169227779447548	0.0133792516094875	14619/16878/20856/22337	4
GO:0002335	GO:0002335	mature B cell differentiation	4/254	45/28928	0.0888888888888889	10.1235345581802	5.76464601173035	0.000651822371001283	0.0169227779447548	0.0133792516094875	12053/16153/16183/60505	4
GO:0032660	GO:0032660	regulation of interleukin-17 production	4/254	45/28928	0.0888888888888889	10.1235345581802	5.76464601173035	0.000651822371001283	0.0169227779447548	0.0133792516094875	16183/20371/22164/60505	4
GO:0055078	GO:0055078	sodium ion homeostasis	4/254	45/28928	0.0888888888888889	10.1235345581802	5.76464601173035	0.000651822371001283	0.0169227779447548	0.0133792516094875	14042/20750/232975/97086	4
GO:0002701	GO:0002701	negative regulation of production of molecular mediator of immune response	4/254	46/28928	0.0869565217391304	9.90345771995892	5.68785347992116	0.000709019139964192	0.0179995531246372	0.0142305566437749	12053/16153/20371/21809	4
GO:0009311	GO:0009311	oligosaccharide metabolic process	4/254	47/28928	0.0851063829787234	9.69274585357681	5.61337703897983	0.000769676749911579	0.0184539163609752	0.0145897789937291	171167/20444/20447/241230	4
GO:0045622	GO:0045622	regulation of T-helper cell differentiation	4/254	47/28928	0.0851063829787234	9.69274585357681	5.61337703897983	0.000769676749911579	0.0184539163609752	0.0145897789937291	12053/16183/20371/22164	4
GO:0099010	GO:0099010	modification of postsynaptic structure	4/254	47/28928	0.0851063829787234	9.69274585357681	5.61337703897983	0.000769676749911579	0.0184539163609752	0.0145897789937291	104027/13043/18645/21844	4
GO:0032620	GO:0032620	interleukin-17 production	4/254	48/28928	0.0833333333333333	9.49081364829396	5.54109695441248	0.000833909241097174	0.0190924130353227	0.0150945783644827	16183/20371/22164/60505	4
GO:0045066	GO:0045066	regulatory T cell differentiation	4/254	48/28928	0.0833333333333333	9.49081364829396	5.54109695441248	0.000833909241097174	0.0190924130353227	0.0150945783644827	12053/16183/20371/22164	4
GO:0030501	GO:0030501	positive regulation of bone mineralization	4/254	49/28928	0.0816326530612245	9.29712357383898	5.47090204136135	0.000901830800566927	0.0197074639086888	0.0155808413417707	12162/14758/18439/22337	4
GO:0046640	GO:0046640	regulation of alpha-beta T cell proliferation	4/254	49/28928	0.0816326530612245	9.29712357383898	5.47090204136135	0.000901830800566927	0.0197074639086888	0.0155808413417707	16183/20371/22164/59009	4
GO:0072583	GO:0072583	clathrin-dependent endocytosis	4/254	49/28928	0.0816326530612245	9.29712357383898	5.47090204136135	0.000901830800566927	0.0197074639086888	0.0155808413417707	20408/72685/77057/97086	4
GO:0046636	GO:0046636	negative regulation of alpha-beta T cell activation	4/254	51/28928	0.0784313725490196	8.93253049251197	5.33636119581031	0.0010491982125154	0.0220113041667294	0.0174022715219111	12053/16183/20371/22164	4
GO:0050798	GO:0050798	activated T cell proliferation	4/254	51/28928	0.0784313725490196	8.93253049251197	5.33636119581031	0.0010491982125154	0.0220113041667294	0.0174022715219111	16183/22164/434215/58205	4
GO:2000404	GO:2000404	regulation of T cell migration	4/254	52/28928	0.0769230769230769	8.76075105996366	5.27182910910653	0.00112887258865813	0.022584927750571	0.0178557818310582	12458/17470/22164/57781	4
GO:0046633	GO:0046633	alpha-beta T cell proliferation	4/254	54/28928	0.0740740740740741	8.43627879848352	5.1478215466078	0.00130077328851383	0.0248711145860777	0.0196632551075142	16183/20371/22164/59009	4
GO:0021795	GO:0021795	cerebral cortex cell migration	4/254	55/28928	0.0727272727272727	8.28289191123837	5.08819409256444	0.00139322732810548	0.0261424829702276	0.0206684067176942	12569/171167/545428/69601	4
GO:0099563	GO:0099563	modification of synaptic structure	4/254	55/28928	0.0727272727272727	8.28289191123837	5.08819409256444	0.00139322732810548	0.0261424829702276	0.0206684067176942	104027/13043/18645/21844	4
GO:0043029	GO:0043029	T cell homeostasis	4/254	56/28928	0.0714285714285714	8.13498312710911	5.03005744708248	0.00149016854723604	0.0274259184218847	0.0216830986251525	16183/18439/22163/22164	4
GO:0045581	GO:0045581	negative regulation of T cell differentiation	4/254	57/28928	0.0701754385964912	7.99226412487913	4.97334692205715	0.00159171008656217	0.028120211529265	0.0222320109966732	12053/16183/20371/22164	4
GO:0070169	GO:0070169	positive regulation of biomineral tissue development	4/254	59/28928	0.0677966101694915	7.72133991725611	4.86396465828452	0.00180904472897506	0.0298560714367368	0.0236043924423617	12162/14758/18439/22337	4
GO:0050873	GO:0050873	brown fat cell differentiation	4/254	65/28928	0.0615384615384615	7.00860084797093	4.56440018217408	0.00258308232286414	0.038252410281238	0.0302425892186725	12162/12606/18631/19016	4
GO:0009247	GO:0009247	glycolipid biosynthetic process	4/254	66/28928	0.0606060606060606	6.90240992603197	4.51816971794412	0.00273103921760173	0.0392879498874991	0.031061293156583	109232/20444/20447/241230	4
GO:0030225	GO:0030225	macrophage differentiation	4/254	66/28928	0.0606060606060606	6.90240992603197	4.51816971794412	0.00273103921760173	0.0392879498874991	0.031061293156583	12504/12606/12977/16878	4
GO:0030858	GO:0030858	positive regulation of epithelial cell differentiation	4/254	66/28928	0.0606060606060606	6.90240992603197	4.51816971794412	0.00273103921760173	0.0392879498874991	0.031061293156583	12162/16878/18612/22337	4
GO:0045620	GO:0045620	negative regulation of lymphocyte differentiation	4/254	66/28928	0.0606060606060606	6.90240992603197	4.51816971794412	0.00273103921760173	0.0392879498874991	0.031061293156583	12053/16183/20371/22164	4
GO:0045778	GO:0045778	positive regulation of ossification	4/254	68/28928	0.0588235294117647	6.69939786938397	4.42853095124139	0.00304416828505007	0.0419928419595263	0.0331997973505341	12162/14758/18439/22337	4
GO:0051058	GO:0051058	negative regulation of small GTPase mediated signal transduction	4/254	68/28928	0.0588235294117647	6.69939786938397	4.42853095124139	0.00304416828505007	0.0419928419595263	0.0331997973505341	12053/21858/24063/69601	4
GO:0060135	GO:0060135	maternal process involved in female pregnancy	4/254	69/28928	0.0579710144927536	6.60230514663928	4.38505537680958	0.00320955246585227	0.0425885020664514	0.0336707298694326	14619/16878/20856/22337	4
GO:0061082	GO:0061082	myeloid leukocyte cytokine production	4/254	69/28928	0.0579710144927536	6.60230514663928	4.38505537680958	0.00320955246585227	0.0425885020664514	0.0336707298694326	12053/12363/18439/21809	4
GO:0022029	GO:0022029	telencephalon cell migration	4/254	70/28928	0.0571428571428571	6.50798650168729	4.34243362002591	0.00338095629553374	0.0429154158353253	0.033929189891933	12569/171167/545428/69601	4
GO:0098930	GO:0098930	axonal transport	4/254	70/28928	0.0571428571428571	6.50798650168729	4.34243362002591	0.00338095629553374	0.0429154158353253	0.033929189891933	13518/15114/17756/23859	4
GO:2000401	GO:2000401	regulation of lymphocyte migration	4/254	70/28928	0.0571428571428571	6.50798650168729	4.34243362002591	0.00338095629553374	0.0429154158353253	0.033929189891933	12458/17470/22164/57781	4
GO:0072678	GO:0072678	T cell migration	4/254	72/28928	0.0555555555555556	6.32720909886264	4.25963456884883	0.00374223703703247	0.0465238604480456	0.0367820482435637	12458/17470/22164/57781	4
GO:0021885	GO:0021885	forebrain cell migration	4/254	73/28928	0.0547945205479452	6.24053500161795	4.21940227187307	0.00393231860672843	0.0482907906948235	0.0381789940892889	12569/171167/545428/69601	4
GO:0060986	GO:0060986	endocrine hormone secretion	4/254	74/28928	0.0540540540540541	6.15620344754203	4.17991361754971	0.00412882908076569	0.0494967962420363	0.0391324694413423	16878/19016/20750/22337	4
GO:0048662	GO:0048662	negative regulation of smooth muscle cell proliferation	4/254	75/28928	0.0533333333333333	6.07412073490814	4.14114422607012	0.00433186824459525	0.050920521272071	0.0402580751463715	16153/19016/19222/21809	4
GO:0032088	GO:0032088	negative regulation of NF-kappaB transcription factor activity	4/254	77/28928	0.051948051948052	5.91635136517026	4.06567123077982	0.00475792641924181	0.0547276554960961	0.0432680187183198	16365/17470/20371/69601	4
GO:0051480	GO:0051480	regulation of cytosolic calcium ion concentration	4/254	81/28928	0.0493827160493827	5.62418586565568	3.92239999536227	0.00569265597487431	0.0612284976184001	0.0484076242081394	104027/12289/14748/22295	4
GO:0014009	GO:0014009	glial cell proliferation	4/254	82/28928	0.0487804878048781	5.55559823314769	3.8880689509853	0.00594409712030298	0.0630074294752116	0.0498140586000645	11839/12977/18208/18619	4
GO:0045453	GO:0045453	bone resorption	4/254	82/28928	0.0487804878048781	5.55559823314769	3.8880689509853	0.00594409712030298	0.0630074294752116	0.0498140586000645	14042/18439/20750/21943	4
GO:1900098	GO:1900098	regulation of plasma cell differentiation	3/254	6/28928	0.5	56.9448818897638	12.8987088886898	1.31211206319749e-05	0.00180176842859983	0.00142448912506943	12053/16153/16183	3
GO:0048289	GO:0048289	isotype switching to IgE isotypes	3/254	7/28928	0.428571428571429	48.8098987626547	11.9065134530314	2.28127035513856e-05	0.00229825357402729	0.0018170133136354	12053/20371/22164	3
GO:0048293	GO:0048293	regulation of isotype switching to IgE isotypes	3/254	7/28928	0.428571428571429	48.8098987626547	11.9065134530314	2.28127035513856e-05	0.00229825357402729	0.0018170133136354	12053/20371/22164	3
GO:0002317	GO:0002317	plasma cell differentiation	3/254	12/28928	0.25	28.4724409448819	8.95866257061845	0.00013879949315831	0.0083862653766251	0.00663023263107802	12053/16153/16183	3
GO:0045348	GO:0045348	positive regulation of MHC class II biosynthetic process	3/254	12/28928	0.25	28.4724409448819	8.95866257061845	0.00013879949315831	0.0083862653766251	0.00663023263107802	12569/16153/21947	3
GO:0002713	GO:0002713	negative regulation of B cell mediated immunity	3/254	14/28928	0.214285714285714	24.4049493813273	8.24407722584394	0.000226682201595546	0.0101538312033679	0.00802768097020571	12053/20371/96935	3
GO:0002890	GO:0002890	negative regulation of immunoglobulin mediated immune response	3/254	14/28928	0.214285714285714	24.4049493813273	8.24407722584394	0.000226682201595546	0.0101538312033679	0.00802768097020571	12053/20371/96935	3
GO:0045346	GO:0045346	regulation of MHC class II biosynthetic process	3/254	16/28928	0.1875	21.3543307086614	7.66482362635795	0.00034423865706296	0.0119533906090483	0.00945042362826202	12569/16153/21947	3
GO:0150079	GO:0150079	negative regulation of neuroinflammatory response	3/254	16/28928	0.1875	21.3543307086614	7.66482362635795	0.00034423865706296	0.0119533906090483	0.00945042362826202	17470/19016/57781	3
GO:0001574	GO:0001574	ganglioside biosynthetic process	3/254	17/28928	0.176470588235294	20.0981936081519	7.41326647097322	0.000415298241011452	0.0130689165218291	0.0103323652286731	20444/20447/241230	3
GO:0045342	GO:0045342	MHC class II biosynthetic process	3/254	17/28928	0.176470588235294	20.0981936081519	7.41326647097322	0.000415298241011452	0.0130689165218291	0.0103323652286731	12569/16153/21947	3
GO:0045579	GO:0045579	positive regulation of B cell differentiation	3/254	20/28928	0.15	17.0834645669291	6.77189159199242	0.000682813151006449	0.0174811739761905	0.0138207229226907	16153/16183/60505	3
GO:0010226	GO:0010226	response to lithium ion	3/254	21/28928	0.142857142857143	16.2699662542182	6.58825847071564	0.000791467350201032	0.0185350609686614	0.0146539324162068	12606/19016/232975	3
GO:0008090	GO:0008090	retrograde axonal transport	3/254	24/28928	0.125	14.2362204724409	6.10541310732942	0.00118127789085158	0.0231729903133937	0.0183207076851828	13518/15114/23859	3
GO:0045591	GO:0045591	positive regulation of regulatory T cell differentiation	3/254	26/28928	0.115384615384615	13.1411265899455	5.82916204720499	0.00149793993366798	0.0274259184218847	0.0216830986251525	12053/16183/20371	3
GO:1903975	GO:1903975	regulation of glial cell migration	3/254	26/28928	0.115384615384615	13.1411265899455	5.82916204720499	0.00149793993366798	0.0274259184218847	0.0216830986251525	12977/18208/21844	3
GO:0010839	GO:0010839	negative regulation of keratinocyte proliferation	3/254	27/28928	0.111111111111111	12.6544181977253	5.70217393583736	0.00167432003081024	0.0284929694519933	0.0225267156872325	13642/22337/235505	3
GO:0032753	GO:0032753	positive regulation of interleukin-4 production	3/254	27/28928	0.111111111111111	12.6544181977253	5.70217393583736	0.00167432003081024	0.0284929694519933	0.0225267156872325	20371/21947/22164	3
GO:0046580	GO:0046580	negative regulation of Ras protein signal transduction	3/254	27/28928	0.111111111111111	12.6544181977253	5.70217393583736	0.00167432003081024	0.0284929694519933	0.0225267156872325	21858/24063/69601	3
GO:0062009	GO:0062009	secondary palate development	3/254	27/28928	0.111111111111111	12.6544181977253	5.70217393583736	0.00167432003081024	0.0284929694519933	0.0225267156872325	21809/320910/434215	3
GO:0098885	GO:0098885	modification of postsynaptic actin cytoskeleton	3/254	27/28928	0.111111111111111	12.6544181977253	5.70217393583736	0.00167432003081024	0.0284929694519933	0.0225267156872325	13043/18645/21844	3
GO:0034104	GO:0034104	negative regulation of tissue remodeling	3/254	28/28928	0.107142857142857	12.2024746906637	5.58172558419504	0.00186315615986374	0.030424836534856	0.0240540616030204	18439/19016/241525	3
GO:0030204	GO:0030204	chondroitin sulfate metabolic process	3/254	29/28928	0.103448275862069	11.7816997013304	5.46725384290341	0.00206475192152878	0.0320803392663645	0.0253629121745609	14042/319901/330671	3
GO:0035235	GO:0035235	ionotropic glutamate receptor signaling pathway	3/254	29/28928	0.103448275862069	11.7816997013304	5.46725384290341	0.00206475192152878	0.0320803392663645	0.0253629121745609	12569/21844/232975	3
GO:0002507	GO:0002507	tolerance induction	3/254	30/28928	0.1	11.3889763779528	5.35826154575895	0.00227940005881563	0.0344303378884101	0.0272208354392245	12773/16365/20371	3
GO:0006929	GO:0006929	substrate-dependent cell migration	3/254	30/28928	0.1	11.3889763779528	5.35826154575895	0.00227940005881563	0.0344303378884101	0.0272208354392245	13043/18208/77057	3
GO:0006688	GO:0006688	glycosphingolipid biosynthetic process	3/254	31/28928	0.0967741935483871	11.0215900431801	5.25430787429547	0.0025073826622406	0.0373143006040831	0.029500913977827	20444/20447/241230	3
GO:0043032	GO:0043032	positive regulation of macrophage activation	3/254	32/28928	0.09375	10.6771653543307	5.15500038941568	0.00274897137194924	0.0393584953301357	0.0311170668144316	106763/12606/16153	3
GO:0008045	GO:0008045	motor neuron axon guidance	3/254	33/28928	0.0909090909090909	10.353614889048	5.05998839946456	0.00300442757680725	0.041826616172971	0.0330683782283563	18208/18612/18846	3
GO:0031295	GO:0031295	T cell costimulation	3/254	33/28928	0.0909090909090909	10.353614889048	5.05998839946456	0.00300442757680725	0.041826616172971	0.0330683782283563	13642/22164/58205	3
GO:0033598	GO:0033598	mammary gland epithelial cell proliferation	3/254	33/28928	0.0909090909090909	10.353614889048	5.05998839946456	0.00300442757680725	0.041826616172971	0.0330683782283563	11839/18612/21943	3
GO:0032673	GO:0032673	regulation of interleukin-4 production	3/254	34/28928	0.0882352941176471	10.049096804076	4.9689574075612	0.00327400261049927	0.0425885020664514	0.0336707298694326	20371/21947/22164	3
GO:0035902	GO:0035902	response to immobilization stress	3/254	34/28928	0.0882352941176471	10.049096804076	4.9689574075612	0.00327400261049927	0.0425885020664514	0.0336707298694326	18619/19259/232975	3
GO:0048384	GO:0048384	retinoic acid receptor signaling pathway	3/254	34/28928	0.0882352941176471	10.049096804076	4.9689574075612	0.00327400261049927	0.0425885020664514	0.0336707298694326	19016/20148/22337	3
GO:1904706	GO:1904706	negative regulation of vascular associated smooth muscle cell proliferation	3/254	34/28928	0.0882352941176471	10.049096804076	4.9689574075612	0.00327400261049927	0.0425885020664514	0.0336707298694326	16153/19016/21809	3
GO:0031294	GO:0031294	lymphocyte costimulation	3/254	35/28928	0.0857142857142857	9.76197975253093	4.88162443648663	0.0035579379446748	0.0447855438785941	0.0354077245459085	13642/22164/58205	3
GO:0050654	GO:0050654	chondroitin sulfate proteoglycan metabolic process	3/254	35/28928	0.0857142857142857	9.76197975253093	4.88162443648663	0.0035579379446748	0.0447855438785941	0.0354077245459085	14042/319901/330671	3
GO:0050869	GO:0050869	negative regulation of B cell activation	3/254	36/28928	0.0833333333333333	9.49081364829396	4.79773407171757	0.00385646537918075	0.0477474668463321	0.0377494389359841	12053/16153/20371	3
GO:0002724	GO:0002724	regulation of T cell cytokine production	3/254	37/28928	0.0810810810810811	9.23430517131305	4.71705509571022	0.00416980722941881	0.0495944395278512	0.0392096668195245	16177/20371/22164	3
GO:0030517	GO:0030517	negative regulation of axon extension	3/254	37/28928	0.0810810810810811	9.23430517131305	4.71705509571022	0.00416980722941881	0.0495944395278512	0.0392096668195245	17756/18208/18846	3
GO:0099149	GO:0099149	regulation of postsynaptic neurotransmitter receptor internalization	3/254	39/28928	0.0769230769230769	8.76075105996366	4.56451057522227	0.00484177712079647	0.0549983880897293	0.0434820615605135	13642/15114/96935	3
GO:0045672	GO:0045672	positive regulation of osteoclast differentiation	3/254	40/28928	0.075	8.54173228346457	4.4922796660865	0.00520080401724007	0.0581912182817861	0.0460063326125447	12977/21943/97086	3
GO:0048013	GO:0048013	ephrin receptor signaling pathway	3/254	41/28928	0.0731707317073171	8.33339734972153	4.42252544765593	0.00557544339521726	0.0608478879786958	0.0481067119021798	12569/13642/21844	3
GO:0060391	GO:0060391	positive regulation of SMAD protein signal transduction	3/254	41/28928	0.0731707317073171	8.33339734972153	4.42252544765593	0.00557544339521726	0.0608478879786958	0.0481067119021798	12162/19016/21809	3
GO:0070306	GO:0070306	lens fiber cell differentiation	3/254	41/28928	0.0731707317073171	8.33339734972153	4.42252544765593	0.00557544339521726	0.0608478879786958	0.0481067119021798	17132/18213/24063	3
GO:0032633	GO:0032633	interleukin-4 production	3/254	42/28928	0.0714285714285714	8.13498312710911	4.35510176768793	0.00596587286028403	0.0630171395486645	0.0498217354434467	20371/21947/22164	3
GO:0016191	GO:0016191	synaptic vesicle uncoating	2/254	5/28928	0.4	45.555905511811	9.37762848676706	0.000754655409508154	0.0184539163609752	0.0145897789937291	20408/72685	2
GO:0070236	GO:0070236	negative regulation of activation-induced cell death of T cells	2/254	5/28928	0.4	45.555905511811	9.37762848676706	0.000754655409508154	0.0184539163609752	0.0145897789937291	22163/22164	2
GO:2001206	GO:2001206	positive regulation of osteoclast development	2/254	5/28928	0.4	45.555905511811	9.37762848676706	0.000754655409508154	0.0184539163609752	0.0145897789937291	21943/97086	2
GO:0002677	GO:0002677	negative regulation of chronic inflammatory response	2/254	6/28928	0.333333333333333	37.9632545931758	8.52228558664874	0.00112542255394624	0.022584927750571	0.0178557818310582	16153/20371	2
GO:0031339	GO:0031339	negative regulation of vesicle fusion	2/254	6/28928	0.333333333333333	37.9632545931758	8.52228558664874	0.00112542255394624	0.022584927750571	0.0178557818310582	210789/69017	2
GO:0044691	GO:0044691	tooth eruption	2/254	6/28928	0.333333333333333	37.9632545931758	8.52228558664874	0.00112542255394624	0.022584927750571	0.0178557818310582	208659/21943	2
GO:0043380	GO:0043380	regulation of memory T cell differentiation	2/254	7/28928	0.285714285714286	32.5399325084364	7.85466274638372	0.00156646649410419	0.0278370310511103	0.0220081267809437	12053/22164	2
